date	deaths	injuries	location	description
1969-01-23T05:00:00.000Z	1	0	Washington, D.C.	45-year-old Cardozo Senior High School assistant principal Herman Clifford was killed in the school's hallway by 18-year-old Ronald Joyner while trying to stop him and two other youths who had robbed the school's bank.[146]
1969-05-13T04:00:00.000Z	1	0	Winston-Salem, North Carolina	13-year-old Ernest Napoleon Carter, Jr. was accidentally killed by a 13-year-old classmate at Hanes Junior High School who was armed with a pistol. The shooter was charged with involuntary manslaughter. Carter's mother filed a lawsuit against the Winston-Salem/Forsyth County Board of Education for $50,000 in damages.[147]
1969-11-19T05:00:00.000Z	1	0	Tomah, Wisconsin	46-year-old Martin Mogensen, principal of Tomah Junior High School, was killed in his office by a 14-year-old boy.[148] the student was determined to be in diminished capacity at the time of the shooting and was put into the Mendota State Hospital instead of being sent to jail and was released from the hospital in 1972.[149]
1970-01-05T05:00:00.000Z	1	1	Washington, D.C.	15-year-old Tyrone Perry was killed at Hine Junior High School and another student was injured.[150]
1970-02-11T05:00:00.000Z	2	1	Philadelphia, Pennsylvania	University of Pennsylvania professors 40-year-old Walter Koppelman and 45-year-old Oscar Goldman were shot by 33-year-old disgruntled graduate student Robert Cantor during a seminar. Cantor then took his own life. Koppelman died March 5 from his injuries, but Goldman recovered.[151]
1970-04-23T05:00:00.000Z	1	0	Wilmington, Delaware	A PS duPont High School 17-year-old football player Derek A. Johnson was shot and killed by teammate 16-year-old Carlton E. Thornton, who had confronted him in an effort to stop the bullying against his siblings. Thornton was sentenced to 10 years in prison but was released on probation after serving seven years.[152]
1970-10-05T04:00:00.000Z	0	4	Pontiac, Michigan	Outside of Pontiac Central High School four white male students were wounded, when a crowd of about twenty black students came and ordered the white students to leave the area where they were standing and then a fight was started when the four refused to move when one of the students drew a pistol which caused the white students to run away then the shooter fired shots.[153][154][155]
1970-11-20T05:00:00.000Z	0	2	Chicago, Illinois	Two students were shot while standing in a second-floor hallway of Harlan High School. 15-year-old Kenneth House was shot in the lower left abdomen and left in serious condition. 14-year-old Portia Walls suffered a superficial wound on her lower back. The incident was thought to have involved gang recruiting in the school.[156]
1971-02-02T05:00:00.000Z	1	0	Philadelphia, Pennsylvania	56-year-old teacher Samson L. Freedman was killed by 14-year-old student Kevin Simmons as he left Morris E. Leeds School. Freedman had suspended Simmons earlier in the day for cursing in the hallway.[157]
1971-11-11T05:00:00.000Z	2	4	Spokane, Washington	21-year-old former MIT student Larry J. Harmon, armed with a rifle, killed 68-year-old caretaker Hilary Kunzon, who came upon him wrecking St. Aloysius Roman Catholic Church, then fled onto the campus of Gonzaga University, where he wounded four more people before he was shot and killed by police. Harmon was described by his father as a religious fanatic claiming to have visions.[158]
1972-01-24T05:00:00.000Z	0	1	Stow, Ohio	A 16-year-old student at Stow High School shot and wounded his chemistry teacher during an argument.[159]
1972-02-14T05:00:00.000Z	1	0	Chicago, Illinois	[160][161]
1972-05-04T04:00:00.000Z	1	0	Reno, Nevada	On May 4, 1972, 33-year-old Libby Booth Elementary school principal Virgil Ouren was shot three times with a 22-caliber pistol which killed him instantly. The shooter, sixth grade teacher 53-year-old Samuel Grinstead Knipmeyer fled to mexico then moved to California and finally to Bend, Oregon where he was arrested on October 26, 1977.[162][163]
1972-05-05T04:00:00.000Z	1	0	Indianapolis, Indiana	At Decatur Central High School sophomore student George Jenkins was shot to death in his classroom by his sister Mickey who was a senior student.[164][165][166]
1972-11-11T05:00:00.000Z	0	5	Pontiac, Michigan	At Pontiac Central High School five students were wounded, one seriously when a crowd of students gathered around a 16-year-old white student who was being kicked and beaten up by black students when 16-year-old Roderick Bortón, another student pushed through the crowd and opened fire with a 22-caliber pistol, the fight and shooting were believed to be racially motivated.[167][168]
1973-02-26T05:00:00.000Z	1	0	Richmond, Virginia	17-year-old Wayne Phillips was killed when he was caught between two youths who were fighting in the hallway of Armstrong High School.[169]
1973-11-06T05:00:00.000Z	1	1	Oakland, California	School superintendent Marcus Foster was killed and his assistant Robert Blackburn was wounded when members of the Symbionese Liberation Army opened fire on them as they exited a school board meeting. Two members of the SLA were later arrested and convicted of the crime. Both were sentenced to life in prison without the possibility of parole. The SLA had reportedly believed that Foster supported a measure to install police on school grounds and make students carry identification cards. In reality, Foster opposed both measures.[170]
1974-01-17T04:00:00.000Z	1	0	Chicago, Illinois	52-year-old elementary school principal Rudolph Jezek, Jr. was killed in his office by 14-year-old Steven Guy, a former student said to be angry about being transferred to a social adjustment center.[171]
1974-03-22T04:00:00.000Z	1	0	Brownstown, Indiana	48-year-old James T. Blevins, athletic director at Brownstown Central High School, was fatally shot in the school parking lot by a 17-year-old student waiting for him. He gave the police no motive.[172]
1974-10-04T04:00:00.000Z	0	1	Kent, Ohio	19-year-old McKeesport student Ray D. Gilmore was wounded in a scuffle with two men in his third-floor campus dormitory room. 26-year-old Benjamin F. Goodman and 22-year-old Carl Bell, who were not students, had their .32 caliber pistols taken and were wrestled to the floor by other students.[173]
1974-12-30T05:00:00.000Z	3	11	Olean, New York	Olean High School shooting: During a two-and-a-half-hour siege, 17-year-old honor student Anthony Barbaro, the best on his rifle team, killed three adults, one pregnant, in and around his high school and wounded eleven others.[174][175] He shot from the windows at the street and neighborhood. The school was closed for the Christmas holiday.[176] Barbaro committed suicide in prison before he could stand trial.
1975-02-18T05:00:00.000Z	1	0	Poughkeepsie, New York	Freshman Shelley Sperling was shot and killed in the dining hall by her ex-boyfriend, Louis Acevedo.[177]
1975-02-24T04:00:00.000Z	1	1	Penns Grove, New Jersey	24-year-old David Gary killed the 33-year-old Reverend Thomas Quinlan inside a classroom at St. James School. Quinlan was the school's principal. A teacher was also wounded.[178] Gary was sentenced to life in prison for the crime.[179]
1975-03-18T04:00:00.000Z	1	0	St. Louis, Missouri	16-year-old Stephen Goods, a bystander, was killed during a fight between other teens. Three youths were convicted for the homicide.[175]
1975-09-11T04:00:00.000Z	1	5	Oklahoma City, Oklahoma	Student James Briggs killed fellow student Randy Truitt at Grant High School, wounding several others.[180] Briggs was convicted of first-degree manslaughter by an Oklahoma County juvenile court jury the following year. A judge ordered Briggs committed to an unidentified, nonprofit institution in another state until he turned 18.[181]
1976-02-12T05:00:00.000Z	0	5	Detroit, Michigan	Intruders entered Murray-Wright High School, shooting and wounding five students after an apparent dispute over a girlfriend of one of the intruders.[182]
1976-07-12T04:00:00.000Z	7	2	Fullerton, California	California State University, Fullerton massacre: 37-year-old Edward Charles Allaway, a custodian at the California State University, Fullerton library, shot and killed seven people and wounded two others in the library's first-floor lobby and at the building's Instructional Media Center (IMC), located in the basement. Allaway was convicted of murder, but a judge ruled him insane and ordered him confined to a mental institution.
1977-04-07T05:00:00.000Z	1	0	Whitharral, Texas	High School principal M. O. Tripp was killed on the front steps of the school by 17-year-old student Ricardo Lopez for unknown reasons.[183] Lopez was convicted of murder and subsequently sentenced to life in prison.[184]
1977-11-19T05:00:00.000Z	0	2	Washington, DC	A young man wearing a hood and surgical mask shot and seriously injured the business manager of St. John's College High School during an attempted robbery.[185]
1978-01-11T05:00:00.000Z	0	1	Hopkinsville, Kentucky	13-year-old student Andre Davis was wounded while watching a fight between two students in the front lobby of Christian County Middle School, one of whom had a gun. A 16-year-old was charged with the assault.[186]
1978-02-09T05:00:00.000Z	1	0	St. Albans, West Virginia	14-year-old Hayes Junior High School student Stuart Wayne Perrock killed 14-year-old schoolmate Arthur Clinton Smith. He subsequently fled the school, sparking a search that lasted several hours before he was arrested and he was tried as a juvenile.[187][188]
1978-02-22T05:00:00.000Z	1	1	Lansing, Michigan	After being taunted for his beliefs, 15-year-old Roger Needham, a self-proclaimed neo-Nazi, killed one student and wounded a second with a pistol at Everett High School. He was tried as a juvenile for the crime.[175][189][190]
1978-04-26T05:00:00.000Z	1	0	Dallas, Texas	38-year-old Woodrow Porter, a janitor at Paul Dunbar Elementary School, was killed by the 56-year-old grandmother of an 8-year-old who was allegedly spanked by Porter earlier.[191]
1978-05-18T04:00:00.000Z	1	0	Austin, Texas	13-year-old John Daniel Christian, son of Lyndon B. Johnson's former press secretary George Christian, killed his English teacher, 29-year-old Wilbur Grayson, with his father's rifle in front of approximately 30 classmates at Murchison Junior High School.[174][175] Christian was arrested and charged but not prosecuted; he was committed to a mental hospital where he was treated for a period and released.[192]
1978-10-17T04:00:00.000Z	0	4	University City, Missouri	18-year-old Larry Ward and two companions were escorted from the halls of University City High School following a fight with 18-year-old student Carl Triplett. Ward ran back into the building with a gun and fired shots into a group, critically injuring Triplett in the chest and hip and wounding 17-year-old Angela Darden and 16-year-old Jennifer Pride. Ward sustained a head injury as he was tackled by assistant principal, Franklin McCallie. His companions grabbed the gun and fled.[193]
